,class,problem,code,answer,semantics
71,8,"가로가 45센티미터, 세로가 50센티미터인 직사각형 모양의 종이를 크기가 같은 정사각형 모양으로 남는 부분 없이 자르려고 합니다. 자를 수 있는 가장 큰 정사각형 모양으로 자를 때 종이는 모두 몇 장 만들 수 있나요?","import math

a = 45
b = 50
c = math.gcd(a, b)
y = (a // c) * (b // c)
print(y)",90,"가로 가 45 센티미터 , 세로 가 50 센티미터 인 직사각 형 모양 의 종이 를 크기 가 같 은 정사각형 모양 으로 남 는 부분 없이 자르 려고 합니다 . 자를 수 있 는 가장 큰 정사각형 모양 으로 자를 때 종이 는 모두 몇 장 만들 수 있 나요 ?"
72,1,"색 테이프를 10명이 똑같이 3.3미터씩 남김없이 나누어 가졌다고 하면, 처음에 있던 색 테이프는 몇 미터일까요?","a = 10
b = 3.3
y = a * b
print(y)",33,"색 테이프 를 10 명 이 똑같이 3 . 3 미터 씩 남김없이 나누 어 가졌 다고 하 면 , 처음 에 있 던 색 테이프 는 몇 미터 일까요 ?"
73,1,주전자의 물을 2리터 200밀리리터 마시고 봤더니 5리터 100밀리리터가 남았습니다. 처음 주전자에 들어 있던 물은 몇 밀리리터인가요?,"a = 2 * 1000 + 200
b = 5 * 1000 + 100
y = b + a
print(y)",7300,주전자 의 물 을 2 리터 200 밀리리터 마시 고 봤 더니 5 리터 100 밀리리터 가 남 았 습니다 . 처음 주전자 에 들 어 있 던 물 은 몇 밀리리터 인가요 ?
74,1,물에 미숫가루 25g을 녹여서 미숫가루티 350g을 만들었습니다.미숫가루티 양에 대한 미숫가루의 비율을 구하세요.,"a = 25
b = 350 
y = a / b
print(y)",0.07,물 에 미숫가루 25 g 을 녹여서 미숫가루 티 350 g 을 만들 었 습니다 . 미숫가루 티 양 에 대한 미숫가루 의 비율 을 구하 세요 .
75,8,"긴변이 22센티미터, 짧은변이 12센티미터인 직사각형의 둘레는 몇 센티미터 입니까?","a = 22
b = 12
y = a * 2 + b * 2
print(y)",68,"긴변이 22 센티미터 , 짧 은 변이 12 센티미터 인 직사각 형 의 둘레 는 몇 센티미터 입니까 ?"
76,8,"가로가 16cm, 세로가 18cm인 직사각형을 한 번 잘라서 가장 큰 정사각형을 만들었습니다. 정사각형을 만들고 남은 직사각형의 네 변의 길이의 합은 몇 cm 입니까?","a = 18
b = 16
c = abs(a - b)
y = (b + c) * 2
print(y)",36,"가로 가 16 cm , 세로 가 18 cm 인 직사각형 을 한 번 잘라서 가장 큰 정사각형 을 만들 었 습니다 . 정사각형 을 만들 고 남 은 직사각 형 의 네 변의 길이 의 합 은 몇 cm 입니까 ?"
77,1,경수는 10000원짜리 지폐를 8장 가지고 있습니다. 경수가 가지고 있는 돈은 얼마인가요?,"a = 10000
b = 8
y = a * b
print(y)",80000,경수 는 10000 원 짜리 지폐 를 8 장 가지 고 있 습니다 . 경수 가 가지 고 있 는 돈 은 얼마 인가요 ?
78,8,"성진이는 철사를 100cm 가지고 있습니다. 이 철사를 사용하여 긴 변이 15cm , 짧은 변이 7cm 인 평행사변형 2 개를 겹치는 부분 없이 만들었습니다. 만들고 남은 철사는 몇 cm 입니까?","a = 100
b = 15
c = 7
d = 2
y = a - (b + c) * 2 * d
print(y)",12,"성진 이 는 철사 를 100 cm 가지 고 있 습니다 . 이 철사 를 사용 하 여 긴 변이 15 cm , 짧 은 변이 7 cm 인 평행사변형 2 개 를 겹치 는 부분 없이 만들 었 습니다 . 만들 고 남 은 철사 는 몇 cm 입니까 ?"
79,3,"4장의 숫자 카드 3, 1, 5, 9가 있습니다. 이를, 한 번씩만 사용하여 2개의 두 자리 수를 만들었습니다. 두 수를 곱할 때, 가장 작은 곱을 계산하세요.","from itertools import permutations

a = ['3', '1', '5', '9']
b = list(map(''.join, permutations(a)))
c = []
for i in b:
    d = int(i[:2])
    e = int(i[2:])
    c.append(d * e)
y = min(c)
print(y)",585,"4 장 의 숫자 카드 3 , 1 , 5 , 9 가 있 습니다 . 이 를 , 한 번 씩 만 사용 하 여 2 개 의 두 자리 수 를 만들 었 습니다 . 두 수 를 곱 할 때 , 가장 작 은 곱 을 계산 하 세요 ."
80,1,물 2.3L를 병 5개에 똑같이 나누어 담으려고 합니다. 병 한 개에 담을 수 있는 물은 몇 L일까요?,"a = 2.3
b = 5
y = a / b
print(y)",0.46,물 2 . 3 L 를 병 5 개 에 똑같이 나누 어 담 으려고 합니다 . 병 한 개 에 담 을 수 있 는 물 은 몇 L 일까요 ?
81,7,"민지, 호정, 진수는 감자밭에서 감자를 캤습니다. 딴 감자 전체의 2/9은 민지가 캤고 호정이는 민지가 딴 양의 3 배를 캤고, 나머지는 진수가 캤습니다. 감자를 가장 많이 캔 사람은 누구입니까?","a = 2 / 9
b = a * 3
c = 1 - (a + b)
dicts = {'민지': a, '호정': b, '진수': c}
y = max(dicts, key=dicts.get)
print(y)",호정,"민지 , 호정 , 진수 는 감자 밭 에서 감자 를 캤 습니다 . 딴 감자 전체 의 2 / 9 은 민지 가 캤 고 호정 이 는 민지 가 딴 양 의 3 배 를 캤 고 , 나머지 는 진수 가 캤 습니다 . 감자 를 가장 많이 캔 사람 은 누구 입니까 ?"
82,1,종국이네 어머니께서는 정육점에서 소고기 3.5kg을 사 오셨습니다. 이 중에 서 0.38 kg을 사용했다면 남은 소고기는 몇 kg인가요?,"a = 3.5
b = 0.38
y = a - b
print(y)",3.12,종국 이 네 어머니 께서 는 정육점 에서 소고기 3 . 5 kg 을 사 오 셨 습니다 . 이 중 에 서 0 . 38 kg 을 사용 했 다면 남 은 소고기 는 몇 kg 인가요 ?
83,1,"혜진이는 100원짜리 동전 13개, 10원짜리 동전 5개를 가지고 있습니다. 혜진이가 가진돈에서 2000원이 되려면 얼마가 더 있어야 합니까?","a = 100 * 13
b = 10 * 5
c = 2000
y = c - a - b
print(y)",650,"혜진 이 는 100 원 짜리 동전 13 개 , 10 원 짜리 동전 5 개 를 가지 고 있 습니다 . 혜진 이 가 가진 돈 에서 2000 원 이 되 려면 얼마 가 더 있 어야 합니까 ?"
84,1,물 400L를 20L들이 물통에 가득 나누어 담는다면 물통은 몇 개가 필요합니까?,"from math import ceil

a = 400
b = 20
y = ceil(a / b)
print(y)",20,물 400 L 를 20 L 들 이 물통 에 가득 나누 어 담 는다면 물통 은 몇 개 가 필요 합니까 ?
85,7,"부채가 1555개, 전기 모기향이 1222개, 모기장이 1666개 있다면, 부채, 전기 모기향, 모기장 중 가장 많은 것은 어느 것일까요?","a = 1555
b = 1222
c = 1666
dicts = {'부채': a, '전기 모기향': b, '모기장': c}
y = max(dicts, key=dicts.get)
print(y)",모기장,"부채 가 1555 개 , 전기 모기향 이 1222 개 , 모기장 이 1666 개 있 다면 , 부채 , 전기 모기향 , 모기장 중 가장 많 은 것 은 어느 것 일까요 ?"
86,5,2 리터 짜리 물통에 물이 가득 들어 있습니다. 세훈이가 컵으로 가득 3 번 덜어 내었더니 물은 0.8리터 가 남았습니다. 컵의 들이는 몇 리터 인지 소수로 나타내시오.,"a = 2
b = 3
c = 0.8
y = (a - c) / b
print(y)",0.40,2 리터 짜리 물통 에 물 이 가득 들 어 있 습니다 . 세훈 이 가 컵 으로 가득 3 번 덜 어 내 었 더니 물 은 0 . 8 리터 가 남 았 습니다 . 컵 의 들이 는 몇 리터 인지 소수 로 나타내 시 오 .
87,3,"숫자 카드 2, 4, 6, 5, 7를 한 번 사용하여 다섯 자리 수를 만들려고 합니다. 가장 큰 수를 구해보시오.","from itertools import permutations

a = ['2', '4', '6', '5', '7']
y = int(max(map(''.join, permutations(a, 5))))
print(y)",76542,"숫자 카드 2 , 4 , 6 , 5 , 7 를 한 번 사용 하 여 다섯 자리 수 를 만들 려고 합니다 . 가장 큰 수 를 구해 보 시 오 ."
88,8,둘레가 34cm 이고 세로가 7cm 인 직사각형 모양의 다이어리의 가로는 몇 cm 입니까?,"a = 34
b = 7
c = 4
y = (a - b * 2) / 2
print(y)",10,둘레 가 34 cm 이 고 세로 가 7 cm 인 직사각 형 모양 의 다이어리 의 가로 는 몇 cm 입니까 ?
89,2,"현종이는 오늘 국어, 수학, 과학, 사회, 영어 순서로 공부를 하려고 합니다. 3번째로 공부할 과목의 이름을 적으시오.","a = ['국어', '수학', '과학', '사회', '영어']
b = 3
y = a[b - 1]
print(y)",과학,"현종 이 는 오늘 국어 , 수학 , 과학 , 사회 , 영어 순서 로 공부 를 하 려고 합니다 . 3 번 째 로 공부 할 과목 의 이름 을 적 으시 오 ."
90,1,"바구니 안에 공이 100개 있습니다. 그중에서 야구공은 68개, 농구공은 32개입니다. 전체 공 수에 대한 농구공 수의 비율은 몇 % 일까요?","a = 100
b = 68
c = 32
y = c / a * 100
print(y)",32,"바구니 안 에 공 이 100 개 있 습니다 . 그 중 에서 야구공 은 68 개 , 농구공 은 32 개 입니다 . 전체 공 수 에 대한 농구공 수 의 비율 은 몇 % 일까요 ?"
91,8,"가로가 15cm, 세로가 5cm인 직육면체의 모든 모서리의 길이의 합이 150cm라고 한다면, 직육면체의 높이는 얼마일까요?","a = 15
b = 5
c = 150
y = (c - (a + b) * 4) / 4
print(y)",17.5,"가로 가 15 cm , 세로 가 5 cm 인 직육면체 의 모든 모서리 의 길이 의 합 이 150 cm 라고 한다면 , 직육면체 의 높이 는 얼마 일까요 ?"
92,1,귤 45개를 바구니 5개에 똑같이 나누어 담았습니다. 바구니 하나에 들어 있는 귤을 3명에서 똑같이 나누어 먹으려면 한 사람 당 몇 개의 귤을 먹을 수 있습니까?,"a = 45
b = 5
c = 3
y = a // b // c
print(y)",3,귤 45 개 를 바구니 5 개 에 똑같이 나누 어 담 았 습니다 . 바구니 하나 에 들 어 있 는 귤 을 3 명 에서 똑같이 나누 어 먹 으려면 한 사람 당 몇 개 의 귤 을 먹 을 수 있 습니까 ?
93,8,지름이 18센티미터 인 원 안에 반지름이 2센티미터 인 원을 겹치지 않게 몇 개까지 그릴 수 있습니까?,"a = 18
b = 2
c = 2 * b
y = int(a / c)
print(y)",4,지름 이 18 센티미터 인 원 안 에 반지름 이 2 센티미터 인 원 을 겹치 지 않 게 몇 개 까지 그릴 수 있 습니까 ?
94,3,"숫자 카드 9, 5, 1, 2, 3 중에서, 카드를 모두 한 번씩만 사용하여 만들 수 있는 네 자리 수 중에서 가장 작은 수를 얼마입니까?","from itertools import permutations

a = ['9', '5', '1', '2', '3']
y = int(min(map(''.join, permutations(a, 4))))
print(y)",1235,"숫자 카드 9 , 5 , 1 , 2 , 3 중 에서 , 카드 를 모두 한 번 씩 만 사용 하 여 만들 수 있 는 네 자리 수 중 에서 가장 작 은 수 를 얼마 입니까 ?"
95,8,밑변의 길이가 6cm이고 넓이가 42cm²인 평행사변형의 높이는 몇 cm일까요?,"a = 6
b = 42
y = b / a
print(y)",7,밑변 의 길이 가 6 cm 이 고 넓이 가 42 cm ² 인 평행사변형 의 높이 는 몇 cm 일까요 ?
96,1,"서준이는 우유를 매일 1.2리터씩 마신다면, 서준이가 10일 동안 마실 우유를 준비할때, 1리터짜리 우유를 적어도 몇 개 사야 합니까?","import math

a = 1.2
b = 10
c = 1
y = ceil(a * b / c)
print(y)",12,"서준 이 는 우유 를 매일 1 . 2 리터 씩 마신다면 , 서준 이 가 10 일 동안 마실 우유 를 준비 할 때 , 1 리터 짜리 우유 를 적어도 몇 개 사 야 합니까 ?"
97,1,"초콜릿이 20개씩 4상자 있습니다. 이 바둑돌을 8명의 학생들에게 똑같이 나누어 주려고 한다면, 한 명에게 몇 개씩 나누어 줄 수 있는지 구해 보세요.","a = 20
b = 4
c = 8
y = a * b // c
print(y)",10,"초콜릿 이 20 개 씩 4 상자 있 습니다 . 이 바둑돌 을 8 명 의 학생 들 에게 똑같이 나누 어 주 려고 한다면 , 한 명 에게 몇 개 씩 나누 어 줄 수 있 는지 구해 보 세요 ."
98,6,"어떤 수에서 72을 빼야 하는데 실수로 50을 뺀 결과가 88이 나왔다면, 바르게 계산하면 답은 얼마일까요?","a = 72
b = 50
c = 88
y = (c + b) - a
print(y)",66,"어떤 수 에서 72 을 빼 야 하 는데 실수 로 50 을 뺀 결과 가 88 이 나왔 다면 , 바르 게 계산 하 면 답 은 얼마 일까요 ?"
99,7,"미지는 매일 200 원씩 5 일 동안 저금하였고, 다혜는 미지가 저금한 돈의 4 배보다 1500 원 더 많이 저금하였습니다. 수정이는 매일 400 원씩 20 일 동안 저금하였습니다. 누가 가장 많은 돈을 저금했을까요?","a = 200
b = 5
c = 4
d = 1500
e = 400
f = 20
dicts = {'미지': a * b, '다혜': (a * b) * c + d, '수정': e * f}
y = max(dicts, key=dicts.get)
print(y)",수정,"미지 는 매일 200 원 씩 5 일 동안 저금 하 였 고 , 다 혜 는 미지 가 저금 한 돈 의 4 배 보다 1500 원 더 많이 저금 하 였 습니다 . 수정 이 는 매일 400 원 씩 20 일 동안 저금 하 였 습니다 . 누가 가장 많 은 돈 을 저금 했 을까요 ?"
100,8,세 변의 길이의 합이 57센티미터인 정삼각형의 한 변의 길이는 몇 센티미터일까요?,"a = 57
b = 3
y = a / b
print(y)",19,세 변의 길이 의 합 이 57 센티미터 인 정삼각형 의 한 변의 길이 는 몇 센티미터 일까요 ?
101,3,"숫자 카드 5, 1, 8, 9가 있습니다. 이중에서, 3 장을 뽑아 두 자리 수와 한 자리 수 하나씩을 만들었을 때, 곱이 가장 큰 경우의 값을 구하시오.","from itertools import permutations

a = ['5', '1', '8', '9']
b = list(map(''.join, permutations(a, 3)))
c = []
for i in b:
    d = int(i[:-1])
    e = int(i[-1])
    c.append(d * e)
y = max(c)
print(y)",765,"숫자 카드 5 , 1 , 8 , 9 가 있 습니다 . 이 중 에서 , 3 장 을 뽑 아 두 자리 수 와 한 자리 수 하나 씩 을 만들 었 을 때 , 곱 이 가장 큰 경우 의 값 을 구하 시 오 ."
102,8,반지름이 4cm인 원의 지름은 몇cm 입니까?,"a = 4
b = 2
y = a * b
print(y)",8,반지름 이 4 cm 인 원 의 지름 은 몇 cm 입니까 ?
103,1,철민이는 과자를 8개 먹었고 정윤이는 철민이가 먹은 과자의 7배를 먹었습니다. 정윤이가 먹은 과자는 모두 몇 개인지 답을 구하세요.,"a = 8
b = 7
y = a * b
print(y)",56,철민 이 는 과자 를 8 개 먹 었 고 정윤 이 는 철민 이 가 먹 은 과자 의 7 배 를 먹 었 습니다 . 정윤 이 가 먹 은 과자 는 모두 몇 개 인지 답 을 구하 세요 .
104,7,10 분에 14 km 를 가는 A 자동차와 15 분에 15 km를 가는 B 자동차가 있습니다. 두 자동차가 동시에 출발하여 120분 동안 쉬지 않고 동일한 속도로 움직였습니다. A 자동차와 B 자동차 중 어떤 자동차가 더 먼 거리를 이동했을까요?,"a = 10
b = 14
c = 15
d = 15
e = 120
f = e / a * b
g = e / c * d
dicts = {'A': f, 'B': g}
y = max(dicts, key=dicts.get)
print(y)",A,10 분 에 14 km 를 가 는 A 자동차 와 15 분 에 15 km 를 가 는 B 자동차 가 있 습니다 . 두 자동차 가 동시 에 출발 하 여 120 분 동안 쉬 지 않 고 동일 한 속도 로 움직였 습니다 . A 자동차 와 B 자동차 중 어떤 자동차 가 더 먼 거리 를 이동 했 을까요 ?
105,1,전체 타수에 대한 안타 수의 비율을 타율이라고 합니다. 어느 야구 선수는 210타수 중에서 안타가 16개였다고 합니다. 이 야구 선수의 타율을 백분율로 나타내세요.,"a = 210
b = 16
y = b / a * 100
print(y)",7.6190476190476195,전체 타수 에 대한 안타 수 의 비율 을 타율 이 라고 합니다 . 어느 야구 선수 는 210 타수 중 에서 안타 가 16 개 였 다고 합니다 . 이 야구 선수 의 타율 을 백 분 율 로 나타내 세요 .
106,8,"윗변이 5센티미터, 밑변이 12센티미터, 높이가 6센티미터인 사다리꼴이 있습니다. 이 사다리꼴의 넓이를 구하세요.","a = 5
b = 12
c = 6
y = (a + b) * c / 2
print(y)",51,"윗변 이 5 센티미터 , 밑변 이 12 센티미터 , 높이 가 6 센티미터 인 사다리꼴 이 있 습니다 . 이 사다리꼴 의 넓이 를 구하 세요 ."
107,7,"나은의 키는 155센티미터이고, 가은이의 키는 154.3 센티미터라면, 누구의 키가 더 큽니까?","a = 155
b = 154.3
dicts = {""나은"": a, ""가은"": b}
y = max(dicts, key=dicts.get)
print(y)",나은,"나 은 의 키 는 155 센티미터 이 고 , 가 은 이 의 키 는 154 . 3 센티미터 라면 , 누구 의 키 가 더 큽니까 ?"
108,1,어떤 식료품점에서는 20개에 25000원 하는 석류를 사와서 한 상자에 8개씩 담아 15000 원에 팔았습니다. 식료품점에서 석류를 팔아 얻은 수익이 52000 원이라면 판 석류는 모두 몇 상자입니까?,"from math import ceil

a = 20
b = 25000
c = 8
d = 15000
e = 52000
y = ceil((e / ((d / c) - (b / a))) / c)
print(y)",11,어떤 식료품 점 에서 는 20 개 에 25000 원 하 는 석류 를 사 와서 한 상자 에 8 개 씩 담 아 15000 원 에 팔 았 습니다 . 식료품 점 에서 석류 를 팔 아 얻 은 수익 이 52000 원 이 라면 판 석류 는 모두 몇 상자 입니까 ?
109,1,"진호는 매일 5.3km씩 산책을 한다면, 진호가 14일 동안 산책한 거리는 모두 몇 km인가요?","a = 5.3
b = 14
y = a * b
print(y)",74.20,"진호 는 매일 5 . 3 km 씩 산책 을 한다면 , 진호 가 14 일 동안 산책 한 거리 는 모두 몇 km 인가요 ?"
110,7,"어느 상점에서 초콜릿은 5개에 3000원이고, 카라멜은 4개에 2800원이라고 합니다. 초콜릿과 카라멜 중 한 개의 값은 어느 것이 더 비쌉니까?","a = 5
b = 3000
c = 4
d = 3200
dicts = {'초콜릿': b / a, '카라멜': d / c}
y = max(dicts, key=dicts.get) 
print(y)",카라멜,"어느 상점 에서 초콜릿 은 5 개 에 3000 원 이 고 , 카라멜 은 4 개 에 2800 원 이 라고 합니다 . 초콜릿 과 카라멜 중 한 개 의 값 은 어느 것 이 더 비쌉니까 ?"
111,7,"재용이네 집의 세탁기는 세탁 과정과 헹굼 과정을 한 번씩 이용하는 데 91L의 물이 사용된다고 합니다. 헹굼 과정에서 사용된 물의 양이 52L 950mL일 때, 세탁과 헹굼 중 더 많은 양의 물을 사용한 과정은 무엇일까요?","a = 91 * 1000
b = 52 * 1000 + 950
y = a - b
dicts = {'세탁': a - b, '헹굼': b}
y = max(dicts, key=dicts.get)
print(y)",헹굼,"재용 이 네 집 의 세탁기 는 세탁 과정 과 헹굼 과정 을 한 번 씩 이용 하 는 데 91 L 의 물 이 사용 된다고 합니다 . 헹굼 과정 에서 사용 된 물 의 양 이 52 L 950 mL 일 때 , 세 탁과 헹굼 중 더 많 은 양 의 물 을 사용 한 과정 은 무엇 일까요 ?"
112,1,"희섭이와 동생은 종이학을 14 일 동안 접었습니다. 종이학을 희섭이는 하루에 5 개씩 접고, 동생은 3 개씩 접었습니다. 두 사람이 접은 종이학을 6 명에게 똑같이 나누어 주려면 한 사람에게 몇 개씩 나누어 줄 수 있을까요?","a = 14
b = 5
c = 3
d = 6
y = (b + c) * a // d
print(y)",18,"희 섭이 와 동생 은 종이학 을 14 일 동안 접 었 습니다 . 종이학 을 희 섭이 는 하루 에 5 개 씩 접 고 , 동생 은 3 개 씩 접 었 습니다 . 두 사람 이 접 은 종이학 을 6 명 에게 똑같이 나누 어 주 려면 한 사람 에게 몇 개 씩 나누 어 줄 수 있 을까요 ?"
